"LKNTS_NM","DGNSS_ENGN_NM","OCCRRNC_LVSTCKCNT","LVSTCKSPC_NM","OCCRRNC_DE","FARM_LOCPLC"
"뉴캣슬병","충남 부여지소",27000,"닭-육계",2003-06-30,"충청남도 논산시 성동면 삼산리"
"브루셀라병","충남 공주지소",4,"소-젖소",2003-03-03,"세종특별자치시  연서면 기룡리"
"결핵병","경기 동부지소",2,"소-육우",2003-03-14,"경기도 이천시 대월면 초지리"
"결핵병","경기 동부지소",1,"소-육우",2003-03-14,"경기도 이천시 대월면 초지리"
"브루셀라병","충남 공주지소",1,"소-육우",2003-04-23,"충청남도 공주시 정안면 쌍달리"
"뉴캣슬병","충남 아산지소",1200,"닭-육계",2003-03-06,"충청남도 아산시 배방읍 북수리"
"결핵병","충남 아산지소",1,"소-육우",2003-01-17,"충청남도 천안시 서북구 직산읍 모시리"
"돼지오제스키병","경기 남부지소",1,"돼지",2003-05-15,"경기도 안성시 일죽면 죽림리"
"결핵병","강원 가축위생시험소",12,"소-젖소",2003-01-09,"강원도 철원군 김화읍 학사리"
"가금티프스","충북 축산위생연구소",6500,"닭-육계",2003-01-24,"충청북도 진천군 진천읍 신정리"
"브루셀라병","충남 공주지소",2,"소-육우",2003-06-18,"세종특별자치시  연서면 기룡리"
"돼지오제스키병","경기 남부지소",6,"돼지",2003-06-10,"경기도 안성시 일죽면 죽림리"
"결핵병","강원 가축위생시험소",8,"소-젖소",2003-03-14,"강원도 철원군 김화읍 학사리"
"브루셀라병","충남 공주지소",3,"소-육우",2003-06-23,"세종특별자치시  연서면 기룡리"
"돼지오제스키병","경기 남부지소",2,"돼지",2003-03-24,"경기도 용인시 처인구 모현면 갈담리"
"결핵병","강원 가축위생시험소",6,"소-젖소",2003-05-29,"강원도 철원군 김화읍 학사리"
"가금티프스","충북 축산위생연구소",10000,"닭-육계",2003-01-27,"충청북도 진천군 진천읍 행정리"
"브루셀라병","충남 공주지소",3,"소-육우",2003-06-23,"세종특별자치시  전동면 청송리"
"가금티프스","경기도축산위생연구소",300,"닭-육계",2003-01-14,"경기도 화성시 양감면 사창리"
"결핵병","강원 가축위생시험소",1,"소-젖소",2003-05-30,"강원도 철원군 김화읍 학사리"
"돼지오제스키병","경기 남부지소",7,"돼지",2003-04-24,"경기도 용인시 처인구 포곡읍 유운리"
"가금티프스","충남 공주지소",800,"닭-육계",2003-03-10,"충청남도 공주시 정안면 인풍리"
"가금티프스","경기도축산위생연구소",30000,"닭-육계",2003-03-10,"경기도 화성시 송산면 삼존리"
"돼지오제스키병","경기 남부지소",4,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",3,"돼지",1999-03-05,"경기도 용인시 처인구 포곡읍 전대리"
"돼지오제스키병","경기 남부지소",4,"돼지",1999-10-27,"경기도 용인시 처인구 백암면 백봉리"
"돼지오제스키병","경기 남부지소",4,"돼지",2001-12-28,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",18,"돼지",2000-12-05,"경기도 용인시 처인구 백암면 근창리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",4,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",106,"돼지",1997-01-11,"경기도 용인시 처인구 백암면 백봉리"
"돼지오제스키병","경기 남부지소",32,"돼지",1997-03-19,"경기도 용인시 처인구 백암면 백봉리"
"돼지오제스키병","경기 남부지소",6,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",4,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",2,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",2,"돼지",2001-10-09,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",12,"돼지",2000-12-15,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",9,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 매산리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",9,"돼지",2000-12-15,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",13,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",10,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",31,"돼지",2000-12-05,"경기도 용인시 모현면 갈담리"
"돼지오제스키병","경기 남부지소",43,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",5,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",98,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",11,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",2,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",5,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 갈담리"
"돼지오제스키병","경기 남부지소",13,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",12,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",10,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",4,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",6,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",3,"돼지",2000-12-15,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",7,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",8,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",9,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",12,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",4,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-15,"경기도 용인시 처인구 포곡읍 전대리"
"돼지오제스키병","경기 남부지소",2,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",2,"돼지",2001-04-18,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",3,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",8,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",9,"돼지",2000-12-05,"경기도 용인시 포곡면 신원리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-05,"경기도 용인시 처인구 모현면 매산리"
"돼지오제스키병","경기 남부지소",1,"돼지",2000-12-15,"경기도 용인시 처인구 포곡읍 신원리"
"돼지오제스키병","경기 남부지소",47,"돼지",1995-06-22,"경기도 용인시 처인구 백암면"
"돼지오제스키병","경기 남부지소",17,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",14,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"돼지오제스키병","경기 남부지소",11,"돼지",1996-12-31,"경기도 용인시 처인구 백암면 백봉리"
"돼지오제스키병","경기 남부지소",6,"돼지",2000-12-05,"경기도 용인시 처인구 포곡읍 유운리"
"결핵병","경남 남부지소",3,"소-육우",2003-02-10,"경상남도 창원시 마산회원구 내서읍 평성리"
"결핵병","경남 중부지소",9,"소-육우",2003-03-12,"경상남도 창원시 의창구 동읍 석산리"
"결핵병","경남 남부지소",5,"소-육우",2003-02-21,"경상남도 고성군 개천면 청광리"
"가금티프스","축산진흥연구소",6000,"닭",2003-04-12,"전라북도 김제시 백산면 상정리"
"결핵병","경남 남부지소",2,"소-육우",2003-02-21,"경상남도 고성군 개천면 청광리"
"결핵병","경남 중부지소",1,"소-육우",2003-05-29,"경상남도 창원시 의창구 동읍 석산리"
"돼지열병","전남 축산기술연구소",2,"돼지-육성돈",2003-03-21,"전라남도 화순군 화순읍 다지리"
"결핵병","경남 남부지소",3,"소-육우",2003-03-17,"경상남도 창원시 마산회원구 내서읍 감천리"
"결핵병","경남 남부지소",2,"소-육우",2003-04-10,"경상남도 고성군 개천면 청광리"
"결핵병","경남 남부지소",2,"소-육우",2003-04-10,"경상남도 고성군 영오면 영산리"
"결핵병","경남 남부지소",2,"소-육우",2003-04-14,"경상남도 창원시 마산합포구 구산면 옥계리"
"가금티프스","축산진흥연구소",3000,"닭",2003-04-22,"전라북도 완주군 구이면 계곡리"
"결핵병","경남 남부지소",2,"소-육우",2003-04-28,"경상남도 고성군 개천면 청광리"
"가금티프스","정읍지소",4500,"닭-육계",2003-02-21,"전라북도 정읍시 용계동"
"결핵병","경남 남부지소",9,"소-육우",2003-05-22,"경상남도 고성군 영오면 영산리"
"가금티프스","축산진흥연구소",3000,"닭",2003-07-01,"전라북도 진안군 부귀면 거석리"
"결핵병","경남 남부지소",5,"소-육우",2003-05-22,"경상남도 고성군 개천면 청광리"
"결핵병","경남 남부지소",1,"소-육우",2003-06-20,"경상남도 고성군 개천면 청광리"
"브루셀라병","경북 서부지소",3,"소-한우",2003-04-01,"경상북도 문경시 산양면 진정리"
"뉴캣슬병","남원지소",55000,"닭-육계",2003-03-05,"전라북도 순창군 팔덕면 구룡리"
"브루셀라병","충남 공주지소",31,"소-한우",2003-05-31,"충청남도 공주시 정안면 쌍달리"
"가금티프스","경남 남부지소",300,"닭-육계",2003-03-27,"경상남도 통영시 도산면 원산리"
"가금티프스","경남 남부지소",300,"닭-육계",2003-03-27,"경상남도 고성군 거류면 거산리"
"뉴캣슬병","조류질병과",11000,"닭-육계",2003-06-18,"경상남도 거제시 사등면 오량리"
"가금티프스","정읍지소",900,"닭-산란계",2003-01-29,"전라북도 고창군 고수면 남산리"
"결핵병","경북 가축위생시험소",2,"소-젖소",2003-04-17,"경상북도 구미시 고아읍 원호리"
"가금티프스","정읍지소",2000,"닭-육계",2003-02-25,"전라북도 정읍시 태인면 오봉리"
"가금티프스","정읍지소",2000,"닭-육계",2003-02-13,"전라북도 고창군 부안면 중흥리"
"가금티프스","경북 가축위생시험소",37000,"닭-육계",2003-01-18,"경상북도 군위군 소보면 송원리"
"가금티프스","정읍지소",2000,"닭-육계",2003-07-05,"전라북도 정읍시 감곡면 계룡리"
"가금티프스","경북 가축위생시험소",38000,"닭",2003-01-08,"경상북도 군위군 소보면 송원리"
"결핵병","경북 동부지소",1,"소-육우",2003-04-15,"경상북도 포항시 북구 기계면 봉계리"
"가금티프스","경북 가축위생시험소",9100,"닭",2003-02-06,"경상북도 성주군 성주읍 대흥리"
"돼지열병","경북 동부지소",2,"돼지-육성돈",2003-03-21,"경상북도 경주시 서면 천촌리"
"가금티프스","경북 가축위생시험소",37000,"닭",2003-06-09,"경상북도 군위군 소보면 송원리"
"가금티프스","부산 보건환경연구원",1500,"닭-육계",2003-05-06,"부산광역시 강서구 범방동"
"가금티프스","경북 가축위생시험소",15000,"닭",2003-06-19,"경상북도 청도군 청도읍 원정리"
"돼지열병","경북 동부지소",6,"돼지-육성돈",2003-03-27,"경상북도 영덕군 영덕읍 남산리"
"가금티프스","경북 동부지소",1500,"닭-산란계",2003-06-19,"경상북도 포항시 북구 흥해읍 옥성리"
"뉴캣슬병","경북 가축위생시험소",26100,"닭",2003-02-18,"경상북도 칠곡군 기산면 죽전리"
"뉴캣슬병","경북 가축위생시험소",35000,"닭",2003-02-24,"경상북도 고령군 운수면 대평리"
"뉴캣슬병","경북 가축위생시험소",45000,"닭",2003-02-24,"경상북도 구미시 옥성면 농소리"
"브루셀라병","인천 보건환경연구원",13,"소-육우",2003-03-20,"인천광역시 계양구 방축동"
"브루셀라병","인천 보건환경연구원",9,"소-육우",2003-04-14,"인천광역시 계양구 방축동"
"브루셀라병","인천 보건환경연구원",2,"소-육우",2003-05-09,"인천광역시 계양구 방축동"
"뉴캣슬병","광주 보건환경연구원",10000,"닭-육계",2003-04-21,"광주광역시 광산구 송학동"
"결핵병","인천 보건환경연구원",1,"소-육우",2003-05-16,"인천광역시 서구 공촌동"
"돼지열병","경북 가축위생시험소",3,"돼지",2003-03-21,"경상북도 성주군 초전면 월곡리"
"돼지열병","경북 가축위생시험소",3,"돼지",2003-03-25,"경상북도 성주군 초전면 용봉리"
"돼지열병","경북 가축위생시험소",1000,"돼지",2003-04-06,"경상북도 영천시 청통면 계포리"
"가금티프스","경북 서부지소",22500,"닭",2003-02-25,"경상북도 김천시 남면 운곡리"
"브루셀라병","충남 공주지소",7,"소-육우",2003-01-27,"충청남도 연기군 남면 고정리"
"브루셀라병","충남 공주지소",6,"소-육우",2003-03-07,"충청남도 연기군 남면 고정리"
"브루셀라병","충남 공주지소",9,"소-육우",2003-04-11,"충청남도 연기군 남면 고정리"
"브루셀라병","충남 공주지소",6,"소-젖소",2003-04-11,"세종특별자치시  연서면 기룡리"
